23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb
,,,,,,,,,0.6044035916653255,0.0434590765215542,,,,0.3521373318131202,,,,,,,,,,,,,,
,,,,,,,,,,0.0936052526163533,,,,0.9063947473836468,,,,,,,,,,,,,,
,0.1936068641253246,,,,,,,,,0.2145331277501705,,,,0.5918600081245048,,,,,,,,,,,,,,
,0.0864751932514402,,,,,,,,,0.1749511285636489,,,,0.7287257891351139,,,,,,,,,,,,,,0.0098478890497968
,0.2060240193378829,,,,,,,,0.4563822999823816,0.1208895324511243,,,,0.216704148228611,,,,,,,,,,,,,,
,0.0377001578064205,,,,,,,,0.142143964627164,0.0491291405781653,,,,0.77102673698825,,,,,,,,,,,,,,
,0.2777790052666376,,,,,,,,,0.3040370605188377,,,,0.4181839342145246,,,,,,,,,,,,,,
,,,,,,,,,,0.4009608234910931,,,,0.599039176508907,,,,,,,,,,,,,,
,,,,,,,,,0.6898086262560622,0.043085301652741,,,,0.2671060720911968,,,,,,,,,,,,,,
,,,,,,,0.0008573887317889,0.1507893237467646,0.6659458190951121,0.0028646540057641,,,,,,,,,0.0385798847986319,,,,,,,0.1400581753691119,,0.0009047542528263
,,,,,,,,,0.661800433438541,0.1060621453292591,,,,0.2321374212321998,,,,,,,,,,,,,,
,0.0813212347766686,,,,,,,,0.5590200349812038,0.08001032443937,,,,0.2743371323734732,,,,,,,,,,,,,,0.0053112734292842
,0.0299209573679916,,,,,,,,0.31020498259919,0.181513676501802,,,,0.4737271232422305,,,,,,,,,,,,,,0.0046332602887856
,,,,,,,,,,0.1096844110367985,,,,0.8903155889632014,,,,,,,,,,,,,,
,,,,,,,,,,0.0672219462254163,,,,0.9327780537745836,,,,,,,,,,,,,,
,,,,,,,,,,0.1013428516520221,,,,0.8986571483479778,,,,,,,,,,,,,,
,,,,,,,,,0.4498879646274212,0.0260943437885593,,,,0.5192680843488707,,,,,,,,,,,,,,0.0047496072351487
,,,,,,,,,0.3575219948334773,0.1595820744703937,,,,0.4828959306961289,,,,,,,,,,,,,,
,,,,,,,,,0.8119493068420274,0.0216053490611066,,,,0.149624049694535,,,,,,,,,,,,,,0.0168212944023309
,,,,,,,,,,0.2550138167395914,,,,0.7449861832604086,,,,,,,,,,,,,,
,,,,,,,,,,0.0176602879207913,,,,0.9823397120792088,,,,,,,,,,,,,,
,,,,,,,,,,0.4126893403682568,,,,0.5873106596317431,,,,,,,,,,,,,,
,,,,,,,,,0.452316531546469,0.1168130198586612,,,,0.4308704485948698,,,,,,,,,,,,,,
,,,,,,,,,,0.0460957365483002,,,,0.9539042634517,,,,,,,,,,,,,,
,0.0900043534935062,0.0209434813200228,,,,,,,0.341236668024817,0.2776644215087714,,,,0.2701510756528825,,,,,,,,,,,,,,
,,,,,,,,,0.2781888777641573,0.2183037329284463,,,,0.4889444282762462,,,,,,,,0.0145629610311501,,,,,,
,,,,,,,,,,0.0495825117651501,,,,0.9504174882348498,,,,,,,,,,,,,,
,,0.2462595661167294,,,,,,,0.7537404338832705,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.3410755360285257,0.0511133421246921,,,,0.604657423696959,,,,,,,,,,,,,,0.0031536981498232
,,,,,,,,,,0.1266155975240675,,,,0.8733844024759324,,,,,,,,,,,,,,
,0.0230735403013194,,,,,,,,,0.0410314858864673,,,,0.9348219563350696,,,,,,,,,,,,,,0.0010730174771435
,,,,,,,,,,0.3742466736701623,,,,0.6257533263298377,,,,,,,,,,,,,,
,0.1378130718053145,,,,,,,,0.2989103162778883,0.1900337523010704,,,,0.3732428596157267,,,,,,,,,,,,,,
,,,,,,,,,,0.241248037026249,,,,0.7587519629737509,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.7331463145726801,,,,,,,,,,,,,,,0.2668536854273198
,0.4023118827652096,,,,,,,,,0.2427428673764929,,,,0.3549452498582974,,,,,,,,,,,,,,
,,,,,,,,0.70350942499047,,0.2964905750095299,,,,,,,,,,,,,,,,,,
,0.0534856244382223,,,,,,,,0.3074643599577109,0.1511961474270955,,,,0.4844692217959223,,,,,,,,,,,,,,0.0033846463810488
,,,,,,,,,,0.1050261734631241,,,,0.815486173743463,,,,,,,,,,,,,,0.0794876527934129
,0.1702121188504197,,,,,,,0.0495319097378999,0.3608214516394346,0.4194345197722456,,,,,,,,,,,,,,,,,,
,0.0756647922497135,,,,,,,,0.3951494578063561,0.1857983617712041,,,,0.3433873881727262,,,,,,,,,,,,,,
,,0.4221663669219402,,,,0.5778336330780599,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.2165772345090495,0.7834227654909505,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.4621692403494556,0.0206913630391831,,,,0.4818252055505898,,,,,,,,,,,,,,0.0353141910607712
,,,,,,,,,0.4024141565875302,0.0841627812582986,,,,0.4222414776984544,,,,,,,0.0911815844557167,,,,,,,
,,,,,,,,,,0.4390027756398896,,,,0.5609972243601103,,,,,,,,,,,,,,
,,,,,,,,0.2169739320369752,0.5387554372623213,0.2442706307007033,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.3007207520954706,0.4473929343058072,,,,0.2518863135987221,,,,,,,,,,,,,,
,,,,,,,,,0.4061437830333039,0.0968718962017104,,,,0.4969843207649856,,,,,,,,,,,,,,
,0.2274235030520085,,,,,,,,0.232398537642355,0.2542400913076691,,,,0.2859378679979674,,,,,,,,,,,,,,
,,,,,,,,,,0.0259056993197046,,,,0.9740943006802952,,,,,,,,,,,,,,
,,,,,,,,,0.4457012936330761,0.0868159931774945,,,,0.4674827131894294,,,,,,,,,,,,,,
,,,,,,,,,,0.1996123048545249,,,,0.800387695145475,,,,,,,,,,,,,,
